Case_Type,Cases,Difference,Date,Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count,People_Total_Tested_Count,People_Hospitalized_Cumulative_Count,Data_Source,Prep_Flow_Runtime
Deaths,2,0,4/20/2020,Malawi,Malawi,N/A,,MW,MWI,,-13.2543,34.3015,19129955,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,4/7/2020,Kazakhstan,Kazakhstan,N/A,,KZ,KAZ,,48.0196,66.9237,18776707,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/8/2020,Guinea,Guinea,N/A,,GN,GIN,,9.9456,-9.6966,13132792,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,21,5,4/2/2020,Saudi Arabia,Saudi Arabia,N/A,,SA,SAU,,23.885942,45.079162,34813867,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/9/2020,Syria,Syria,N/A,,SY,SYR,,34.802075,38.996815,17500657,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/7/2020,"Gansu, China",China,Gansu,,CN,CHN,,37.8099,101.0583,26370000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/27/2020,Nepal,Nepal,N/A,,NP,NPL,,28.1667,84.25,29136808,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,67,19,3/20/2020,North Macedonia,North Macedonia,N/A,,MK,MKD,,41.6086,21.7453,2083380,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/5/2020,"St Martin, France",France,St Martin,,MF,MAF,,18.0708,-63.0501,38659,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,18,10,2/29/2020,Switzerland,Switzerland,N/A,,CH,CHE,,46.8182,8.2275,8654618,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,1,1/25/2020,"Xinjiang, China",China,Xinjiang,,CN,CHN,,41.1129,85.2401,24870000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/6/2020,Cyprus,Cyprus,N/A,,CY,CYP,,35.1264,33.4299,1207361,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/12/2020,Maldives,Maldives,N/A,,MV,MDV,,3.2028,73.2207,540542,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/8/2020,Malaysia,Malaysia,N/A,,MY,MYS,,4.210484,101.975766,32365998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,14,4,3/30/2020,Burma,Burma,N/A,,MM,MMR,,21.9162,95.956,54409794,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/2/2020,Liechtenstein,Liechtenstein,N/A,,LI,LIE,,47.14,9.55,38137,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/3/2020,Croatia,Croatia,N/A,,HR,HRV,,45.1,15.2,4105268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,645,1,3/30/2020,"Jiangsu, China",China,Jiangsu,,CN,CHN,,32.9711,119.455,80510000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,758,0,3/3/2020,"Shandong, China",China,Shandong,,CN,CHN,,36.3427,118.1498,100470000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/27/2020,Mozambique,Mozambique,N/A,,MZ,MOZ,,-18.665695,35.529562,31255435,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/15/2020,"Nova Scotia, Canada",Canada,Nova Scotia,,CA,CAN,,44.682,-63.7443,977457,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2,0,2/18/2020,Russia,Russia,N/A,,RU,RUS,,61.52401,105.318756,145934460,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/18/2020,Iraq,Iraq,N/A,,IQ,IRQ,,33.223191,43.679291,40222503,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/10/2020,Slovenia,Slovenia,N/A,,SI,SVN,,46.1512,14.9955,2078932,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/15/2020,"Guadeloupe, France",France,Guadeloupe,,GP,GLP,,16.265,-61.551,400127,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/31/2020,Czechia,Czechia,N/A,,CZ,CZE,,49.8175,15.473,10708982,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/8/2020,Equatorial Guinea,Equatorial Guinea,N/A,,GQ,GNQ,,1.6508,10.2679,1402985,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/11/2020,Kyrgyzstan,Kyrgyzstan,N/A,,KG,KGZ,,41.20438,74.766098,6524191,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/15/2020,Iraq,Iraq,N/A,,IQ,IRQ,,33.223191,43.679291,40222503,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/1/2020,Moldova,Moldova,N/A,,MD,MDA,,47.4116,28.3699,4033963,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/11/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/30/2020,"Hunan, China",China,Hunan,,CN,CHN,,27.6104,111.7088,68990000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,214,100,3/6/2020,Switzerland,Switzerland,N/A,,CH,CHE,,46.8182,8.2275,8654618,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/18/2020,Sudan,Sudan,N/A,,SD,SDN,,12.8628,30.2176,43849269,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,146,13,4/4/2020,Romania,Romania,N/A,,RO,ROU,,45.9432,24.9668,19237682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,70478,1873,4/5/2020,France,France,N/A,,FR,FRA,,46.2276,2.2137,65273512,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/27/2020,"Guizhou, China",China,Guizhou,,CN,CHN,,26.8154,106.8748,36000000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/15/2020,Eritrea,Eritrea,N/A,,ER,ERI,,15.1794,39.7823,3546427,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Estonia,Estonia,N/A,,EE,EST,,58.5953,25.0136,1326539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,733,0,4/15/2020,Cruise Ship,Cruise Ship,N/A,,,,,,,,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/18/2020,France,France,N/A,,FR,FRA,,46.2276,2.2137,65273512,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/23/2020,Lithuania,Lithuania,N/A,,LT,LTU,,55.1694,23.8813,2722291,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,168,0,3/7/2020,"Hainan, China",China,Hainan,,CN,CHN,,19.1959,109.7453,9340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1165,167,4/14/2020,Uzbekistan,Uzbekistan,N/A,,UZ,UZB,,41.377491,64.585262,33469199,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/3/2020,Oman,Oman,N/A,,OM,OMN,,21.512583,55.923255,5106622,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/27/2020,Iran,Iran,N/A,,IR,IRN,,32.427908,53.688046,83992953,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,8,0,4/12/2020,"Beijing, China",China,Beijing,,CN,CHN,,40.1824,116.4142,21540000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/12/2020,Uzbekistan,Uzbekistan,N/A,,UZ,UZB,,41.377491,64.585262,33469199,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/23/2020,Congo (Kinshasa),Congo (Kinshasa),N/A,,CD,COD,,-4.322447,15.307045,89561404,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,133,0,2/28/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,0,3/20/2020,Namibia,Namibia,N/A,,NA,NAM,,-22.9576,18.4904,2540916,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/25/2020,Saint Lucia,Saint Lucia,N/A,,LC,LCA,,13.9094,-60.9789,183629,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/2/2020,Norway,Norway,N/A,,NO,NOR,,60.472,8.4689,5421242,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,892,71,3/26/2020,Greece,Greece,N/A,,GR,GRC,,39.0742,21.8243,10423056,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/18/2020,Bhutan,Bhutan,N/A,,BT,BTN,,27.5142,90.4336,771612,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/27/2020,Georgia,Georgia,N/A,,GE,GEO,,42.3154,43.3569,3989175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/8/2020,"Shanghai, China",China,Shanghai,,CN,CHN,,31.202,121.4491,24240000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/17/2020,"New Caledonia, France",France,New Caledonia,,NC,NCL,,-20.904305,165.618042,285491,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/7/2020,India,India,N/A,,IN,IND,,20.593684,78.96288,1380004385,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,8,0,4/13/2020,"Guadeloupe, France",France,Guadeloupe,,GP,GLP,,16.265,-61.551,400127,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2686,49,4/7/2020,"New South Wales, Australia",Australia,New South Wales,,AU,AUS,,-33.8688,151.2093,8118000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/10/2020,Poland,Poland,N/A,,PL,POL,,51.9194,19.1451,37846605,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,Romania,Romania,N/A,,RO,ROU,,45.9432,24.9668,19237682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/11/2020,Togo,Togo,N/A,,TG,TGO,,8.6195,0.8248,8278737,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/13/2020,Bulgaria,Bulgaria,N/A,,BG,BGR,,42.7339,25.4858,6948445,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,715,36,3/30/2020,Estonia,Estonia,N/A,,EE,EST,,58.5953,25.0136,1326539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/31/2020,"Aruba, Netherlands",Netherlands,Aruba,,AW,ABW,,12.5211,-69.9683,106766,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/18/2020,"British Virgin Islands, United Kingdom",United Kingdom,British Virgin Islands,,VG,VGB,,18.4207,-64.64,30237,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/1/2020,Oman,Oman,N/A,,OM,OMN,,21.512583,55.923255,5106622,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,839,0,3/16/2020,Japan,Japan,N/A,,JP,JPN,,36.204824,138.252924,126476458,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,84,2,4/2/2020,Rwanda,Rwanda,N/A,,RW,RWA,,-1.9403,29.8739,12952209,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,3/31/2020,Nigeria,Nigeria,N/A,,NG,NGA,,9.082,8.6753,206139587,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,157,2,4/13/2020,"Martinique, France",France,Martinique,,MQ,MTQ,,14.6415,-61.0242,375265,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,Haiti,Haiti,N/A,,HT,HTI,,18.9712,-72.2852,11402533,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/5/2020,Jordan,Jordan,N/A,,JO,JOR,,31.24,36.51,10203140,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3001,184,3/30/2020,Czechia,Czechia,N/A,,CZ,CZE,,49.8175,15.473,10708982,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/3/2020,"Guadeloupe, France",France,Guadeloupe,,GP,GLP,,16.265,-61.551,400127,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/16/2020,West Bank and Gaza,West Bank and Gaza,N/A,,PS,PSE,,31.9522,35.2332,5101416,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/5/2020,Papua New Guinea,Papua New Guinea,N/A,,PG,PNG,,-6.314993,143.95555,8947027,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/10/2020,Guinea-Bissau,Guinea-Bissau,N/A,,GW,GNB,,11.8037,-15.1804,1967998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,9,0,4/19/2020,Ghana,Ghana,N/A,,GH,GHA,,7.9465,-1.0232,31072945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/27/2020,Western Sahara,Western Sahara,N/A,,EH,ESH,,24.2155,-12.8858,597330,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/26/2020,New Zealand,New Zealand,N/A,,NZ,NZL,,-40.9006,174.886,4822233,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1013,43,3/31/2020,"British Columbia, Canada",Canada,British Columbia,,CA,CAN,,53.7267,-127.6476,5110917,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/24/2020,"Yukon, Canada",Canada,Yukon,,CA,CAN,,64.2823,-135,41078,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/14/2020,Bangladesh,Bangladesh,N/A,,BD,BGD,,23.685,90.3563,164689383,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/26/2020,"Northern Territory, Australia",Australia,Northern Territory,,AU,AUS,,-12.4634,130.8456,245600,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,3/10/2020,"Shandong, China",China,Shandong,,CN,CHN,,36.3427,118.1498,100470000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/30/2020,Azerbaijan,Azerbaijan,N/A,,AZ,AZE,,40.1431,47.5769,10139175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/6/2020,Jamaica,Jamaica,N/A,,JM,JAM,,18.1096,-77.2975,2961161,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/12/2020,Iceland,Iceland,N/A,,IS,ISL,,64.9631,-19.0208,341250,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/17/2020,West Bank and Gaza,West Bank and Gaza,N/A,,PS,PSE,,31.9522,35.2332,5101416,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/23/2020,"French Guiana, France",France,French Guiana,,GF,GUF,,4,-53,298682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/18/2020,Western Sahara,Western Sahara,N/A,,EH,ESH,,24.2155,-12.8858,597330,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/10/2020,Finland,Finland,N/A,,FI,FIN,,61.92411,25.748151,5540718,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/3/2020,"Bermuda, United Kingdom",United Kingdom,Bermuda,,BM,BMU,,32.3078,-64.7505,62273,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/15/2020,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,N/A,,VC,VCT,,12.9843,-61.2872,110947,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/15/2020,Saudi Arabia,Saudi Arabia,N/A,,SA,SAU,,23.885942,45.079162,34813867,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2,0,3/9/2020,Cameroon,Cameroon,N/A,,CM,CMR,,3.848,11.5021,26545864,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,784,70,4/15/2020,Afghanistan,Afghanistan,N/A,,AF,AFG,,33.93911,67.709953,38928341,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/22/2020,"Northern Territory, Australia",Australia,Northern Territory,,AU,AUS,,-12.4634,130.8456,245600,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,8,0,4/13/2020,Holy See,Holy See,N/A,,VA,VAT,,41.9029,12.4534,809,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/15/2020,Burundi,Burundi,N/A,,BI,BDI,,-3.3731,29.9189,11890781,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,Ethiopia,Ethiopia,N/A,,ET,ETH,,9.145,40.4897,114963583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,7,0,4/14/2020,Mauritania,Mauritania,N/A,,MR,MRT,,21.0079,-10.9408,4649660,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/21/2020,Guatemala,Guatemala,N/A,,GT,GTM,,15.7835,-90.2308,17915567,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,254,9,4/18/2020,"Mayotte, France",France,Mayotte,,YT,MYT,,-12.8275,45.166244,272813,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/26/2020,Burma,Burma,N/A,,MM,MMR,,21.9162,95.956,54409794,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/10/2020,"Sint Maarten, Netherlands",Netherlands,Sint Maarten,,SX,SXM,,18.0425,-63.0548,42882,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,3/27/2020,"Yunnan, China",China,Yunnan,,CN,CHN,,24.974,101.487,48300000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,16,5,3/29/2020,Czechia,Czechia,N/A,,CZ,CZE,,49.8175,15.473,10708982,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/28/2020,"Tasmania, Australia",Australia,Tasmania,,AU,AUS,,-42.8821,147.3272,535500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/10/2020,Bolivia,Bolivia,N/A,,BO,BOL,,-16.2902,-63.5887,11673029,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/9/2020,Armenia,Armenia,N/A,,AM,ARM,,40.0691,45.0382,2963234,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,23,22,2/25/2020,Bahrain,Bahrain,N/A,,BH,BHR,,26.0275,50.55,1701583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
